Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.589321, 0, 0
0.582866, 0, 0
0.60359, 0, 0
0.612151, 0, 0
0.585268, 0, 0
0.591725, 0, 0
0.598284, 0, 0
0.584765, 0, 0
0.588116, 0, 0
0.596037, 0, 0
0.580821, 0, 0
0.580807, 0, 0
0.590371, 0, 0
0.593999, 0, 0
0.595755, 0, 0
0.586661, 0, 0
0.573589, 0, 0
0.578618, 0, 0
0.600673, 0, 0
0.598568, 0, 0
0.626857, 0, 0
0.593419, 0, 0
0.595665, 0, 0
0.602543, 0, 0
0.601216, 0, 0
