Selfish Miner Profit, Selfish Miner Network Delay, Honest Miner Network Delay
0.249273, 1e-11, 0
0.254594, 1e-10, 0
0.209895, 1e-09, 0
0.199412, 1e-08, 0
0.203266, 1e-07, 0
0.196357, 1e-06, 0
0.208155, 1e-05, 0
0.212552, 0.0001, 0
0.197435, 0.001, 0
0.209672, 0.01, 0
0.197226, 0.1, 0
0.209051, 1, 0
0.197195, 10, 0
0.181394, 100, 0
0.0341424, 1000, 0
0, 10000, 0
0, 100000, 0
0, 1e+06, 0
0, 1e+07, 0
0, 1e+08, 0
0, 1e+09, 0
0, 1e+10, 0
0, 1e+11, 0
0, 1e+12, 0
0, 1e+13, 0
